Watertown Rest. Eff.,Dryville Rest. Eff.,Fallsland Rest. Eff.,Demand Growth Rate,Bond Term,Bond Interest,Discount Rate, NRR Perm,NRR Const,CRR L Perm,CRR L Const,CRR H Perm,CRR H Const,WR1 Perm,WR1 Const,Inflows A,Inflowsf,Inflows P
1.057727911,0.971711313,0.953120413,1.169573861,1.171401911,0.681388502,1.211641349,1.281078485,1.07047288,1.425493711,1.114084666,1.050558811,1.12021556,0.779191792,1.046987964,0.00383857,5042.357621,438.8151366
0.96968378,0.938494056,1.024201927,1.203953968,1.060691149,0.770774566,0.693302541,1.225516812,1.02859181,0.895183791,1.15210351,1.096590519,1.077242152,1.293749163,1.18170433,0.000808002,4878.552563,442.0065859
0.926646569,1.079372016,0.994671952,1.899339394,1.154454902,0.985574902,0.96307019,1.251294829,1.179719574,1.453788669,1.036049256,1.482552656,1.023726817,1.298849347,1.195593982,0.006356769,5018.163165,456.0882731
1.051254438,0.921343937,0.989724921,1.55087744,1.102190073,0.971269995,1.159493283,0.995812619,1.015048326,0.900350841,1.14173575,1.019854597,1.122770488,1.27857853,1.189766728,0.000394197,5149.58274,440.8684041
0.994448463,0.949033439,0.937824478,1.482068071,1.190000003,0.670528227,0.802407093,1.206277307,1.077692054,0.827766144,1.035972476,1.499167239,1.192151871,1.326327209,1.065406614,0.003186836,5052.459303,454.34888
0.946310916,0.964970319,0.931322341,1.817191411,1.194946173,0.912530863,0.97298788,1.475106504,1.091015973,1.45577127,1.176831846,1.199540728,1.089804197,0.901828698,1.075753549,0.00971209,4750.376789,442.7862565
0.91045723,1.102830432,1.104277024,1.292354829,1.190983367,0.622029778,0.788007937,0.915451876,1.006968711,0.834577492,1.058210829,0.883265609,1.015991108,1.098967144,1.195014188,0.008077203,5133.956637,448.8773598
1.067367184,1.099362806,1.042097465,1.123694706,1.155707246,0.918112325,1.312405221,0.807252755,1.10834527,0.979251455,1.070602546,1.079938221,1.123969225,1.063633721,1.075115563,0.009317511,5111.603241,424.5331722
0.923146588,1.102041488,1.093952664,1.948796716,1.184041626,0.750918057,1.29713951,1.364057946,1.130344636,0.763094391,1.158161339,1.141298112,1.160606756,0.906185078,1.087574865,0.00143198,4862.89652,432.8510766
1.064640316,1.053771555,1.057873054,1.626147877,1.013655593,0.931625512,0.635394002,1.473242492,1.182884823,1.2320152,1.170282771,0.921777516,1.13442727,1.245299473,1.074792148,0.006257698,5059.318987,424.3114315
1.108262694,1.063606638,0.98881006,1.695909796,1.182435199,0.908204898,1.166843725,0.828771975,1.060319627,1.289548844,1.094268978,0.754971492,1.15069419,1.030466169,1.044461961,0.00637319,5093.543375,441.3626547
0.936432611,1.052410491,1.073260069,1.161418695,1.028989058,0.965929447,1.11418827,0.982673884,1.058255596,0.807401615,1.146148458,0.85547061,1.038035519,1.354842165,1.021295654,0.001260966,4760.104075,422.255988
0.937460575,0.985138072,1.102092868,1.805669143,1.125813004,0.768267119,0.683735458,1.395210299,1.130156301,0.954791974,1.024557488,1.297283405,1.086668752,1.076505431,1.075820705,0.009252468,5068.639484,446.3922063
1.003991085,1.073984531,1.095118834,1.105698988,1.068527805,0.782936783,1.28199602,0.891146596,1.022945863,1.492177415,1.148525726,1.439922422,1.031554828,0.936689811,1.12830814,0.007178808,4802.570356,425.0991603
1.033598951,1.050414223,0.914191641,1.888544072,1.117944531,0.607633058,0.930339713,1.00971005,1.184039964,1.116185624,1.048381142,1.455052826,1.044748615,0.939232217,1.192940409,0.003135452,4754.2855,439.1402451
0.929516237,1.004988396,1.011845755,0.647282114,1.069392234,0.901116191,0.759197885,1.11638131,1.187580438,0.949217134,1.065762561,1.132860826,1.030201577,0.950537403,1.181596445,0.00326959,4715.61448,425.7866389
0.9563683,0.928555535,1.013222205,1.641569113,1.14660754,0.802932368,1.306729938,1.242374395,1.03616515,0.75194364,1.1338998,1.210347671,1.15921798,1.459035376,1.122336916,0.009876266,4884.857704,452.1951243
1.048331184,1.012685924,0.935583147,0.918482195,1.189632341,0.707977224,1.067332671,1.172809665,1.150154406,1.064651591,1.146673016,1.338333903,1.004006705,1.138473733,1.039529111,0.003165433,4920.113009,449.6075865
0.990979847,0.964452648,0.970724043,1.295701821,1.161234998,0.629261621,0.88433183,1.259014133,1.030066606,1.447267379,1.148283808,0.793162003,1.198682803,1.231840092,1.074910338,0.004186381,4995.780632,457.0290583
1.031209498,1.10505537,1.002174553,0.953031419,1.098415693,0.860816302,0.905577786,1.437515366,1.123641899,1.037515424,1.164412141,0.945320339,1.037329365,1.397536261,1.195727736,0.007840227,4992.545717,453.1094839
0.936063825,1.020624579,1.003911101,0.580296334,1.154919616,0.804631,0.854804783,1.145097007,1.082724575,0.929750059,1.199990494,1.275518513,1.1890069,0.898933973,1.058967725,0.007924747,4925.700016,433.6780326
1.012894622,1.102136785,0.966310973,0.510354338,1.040458635,0.902314869,0.765054515,0.969431552,1.060057517,1.219427269,1.07978276,0.815697614,1.108486742,1.05438541,1.161967689,0.00180263,4790.231626,437.9361572
0.972594435,0.927942882,0.983184203,1.329508959,1.10400369,0.955084686,0.684494602,1.166431961,1.043549356,1.392476973,1.179572185,0.844242874,1.114807116,0.873287227,1.170365318,0.004536707,5016.546482,421.6510467
0.957588408,1.080612809,1.015943109,1.106254986,1.13612927,0.677353717,0.798800787,1.137586132,1.161053449,0.840531164,1.01218472,0.884579475,1.118062346,1.042775106,1.040640447,0.00768081,5137.066073,454.9404899
0.919992799,1.078539888,1.017707961,0.555841569,1.176384471,0.68566123,1.366649156,1.181126285,1.123715562,1.041326259,1.178889098,1.003037729,1.059343923,0.863550045,1.03893659,0.002992353,4931.723767,453.0551079
0.939817967,0.988175149,1.008753246,1.457789366,1.010110074,0.926913331,0.758927222,1.483284298,1.041065557,1.243514112,1.143225782,1.30388613,1.036847403,0.830231894,1.094562114,0.006954846,4878.359925,417.2563653
0.94191612,1.096226694,1.040179366,1.44743589,1.000116909,0.673364886,0.738598613,1.266287098,1.127263362,1.497055615,1.019987201,1.064481265,1.045625713,1.267661931,1.119534613,0.001908782,4865.887806,435.3971794
0.954427381,0.989805132,1.026312719,1.719367787,1.16821946,0.68465726,0.979364011,1.308018282,1.036425777,1.125336725,1.174422368,1.462927169,1.120835887,1.067340212,1.017258274,0.002473897,4930.906215,434.6646662
0.980900771,1.077719419,0.975134568,1.750931003,1.020123027,0.646823181,1.218880007,1.003780679,1.057721472,1.200163572,1.150648545,1.182397568,1.012438066,0.989041493,1.187143823,0.009382274,5110.188576,430.5257285
0.965096729,0.995809593,0.993162645,0.997985294,1.190071405,0.940287474,1.06077522,1.352665202,1.166083958,1.354084584,1.17477537,1.397433246,1.045744962,0.822099451,1.158768522,0.001883179,4935.211374,455.033341
0.963902759,0.980045667,0.964237222,1.344136693,1.090208634,0.884276419,0.752432024,1.212939067,1.027058524,1.372851602,1.181236465,0.974257908,1.160328207,1.411968788,1.158879627,0.004185704,4777.682169,451.9356766
1.104268347,1.05029924,0.969863002,0.78889064,1.104660803,0.82383249,1.098126043,1.057980367,1.060365273,1.358343309,1.163135149,0.958689088,1.188449008,0.769486143,1.174305199,0.007194982,4831.06913,435.7484109
0.954299826,0.944200361,0.968594456,1.802390236,1.106537512,0.99173741,0.921345952,1.304324515,1.00325322,0.853947904,1.087595775,1.23647378,1.036166142,0.955505706,1.187383239,0.006710702,5099.127031,444.8665036
1.089227342,0.968919413,1.037566803,0.856133796,1.184538198,0.918593263,1.274111976,1.441283253,1.016555859,0.915245113,1.085248925,1.097285064,1.004676172,1.092927348,1.081667402,0.006972941,5160.911641,421.7158922
0.962863009,0.97734785,1.095860542,1.522307183,1.170263742,0.923936708,1.23462114,1.400783278,1.006645514,0.908283266,1.05309581,0.83603704,1.196173939,1.489252777,1.037491617,0.001374123,4872.875819,457.2301034
1.026115923,1.012386071,1.08288034,1.173871518,1.140767553,0.675133743,0.903533535,0.82672768,1.185023154,0.981166132,1.199476383,1.160865545,1.029973754,1.028462232,1.059850649,0.006853339,5148.589816,427.2131868
0.938177497,0.955307205,0.94289344,1.567669014,1.03197993,0.640327008,1.220538028,0.86637654,1.041012918,1.391423752,1.177599448,1.380575356,1.081679535,1.251992055,1.085550628,0.000575278,4956.441384,425.3862542
1.046271807,1.017390688,1.017081704,0.586065981,1.191438751,0.902601249,0.931676516,1.4590821,1.158773149,1.138366867,1.094703483,1.473022843,1.123264587,0.804339957,1.196326984,0.005659516,5082.371199,426.6217226
0.943841344,1.027853069,0.988869794,0.878043168,1.006775479,0.860971225,0.832751786,0.985529161,1.004452105,0.942423104,1.138098711,1.208831724,1.185775417,0.868362895,1.083353857,0.009165526,4897.541043,450.3176409
0.953371629,0.948475268,1.068959614,1.100430649,1.126729133,0.696631811,1.08974949,1.061944016,1.141796812,1.490852545,1.166323285,1.146276942,1.096930854,1.212697258,1.074673028,0.005581417,5061.32104,456.2981317
1.106283493,1.018412131,0.963193017,1.168523118,1.018382792,0.857969708,0.731470218,0.951966873,1.109457421,1.19075957,1.03017276,1.358830337,1.017495119,1.390146451,1.083080985,0.005594733,4701.007143,441.3108468
1.050941469,1.054759457,0.943438139,0.729496899,1.008437926,0.602726629,1.012604511,1.22460132,1.165328491,1.338807773,1.006070384,1.18727357,1.128097528,0.838044337,1.034636581,0.002591448,4745.844982,447.0800988
0.909348191,0.924607472,1.057267098,1.522954347,1.01130061,0.945690746,1.304355846,0.821392311,1.067644313,1.014053066,1.033233997,0.996058462,1.09990703,0.971929207,1.172478889,0.007799782,5100.127624,452.29465
0.915245177,1.1009451,0.942270719,1.931625182,1.198329799,0.716695996,1.283161522,1.015033523,1.029077475,1.204130762,1.185220168,0.816857676,1.156074425,0.825931739,1.08143517,0.003552622,5019.270549,457.8334036
1.089154174,1.014557671,1.087840003,0.59190942,1.078520759,0.933211271,0.643604106,1.10147315,1.06689281,0.880542673,1.11897424,1.132338694,1.129310005,1.432851159,1.144224195,0.00154568,4846.708058,434.9787223
1.02092227,0.950249702,0.995775587,0.781329083,1.038776085,0.82623937,0.833620172,1.472245367,1.028094851,1.120387939,1.036114365,1.463123776,1.049290651,1.289692603,1.062985047,0.001629981,5050.255106,429.1574643
0.925216586,1.014647172,0.961339164,1.90831706,1.089131305,0.664511065,1.32157304,1.418387276,1.104163151,1.35185976,1.03133623,0.939058409,1.049909867,0.82447606,1.031083283,0.009301338,4910.120215,441.8723314
1.041409625,1.063862856,0.974802295,1.106386342,1.117147118,0.63635934,1.294206222,0.779322703,1.176974647,1.112268053,1.173598676,0.835644684,1.167806537,1.187853676,1.19464297,0.000338119,5161.56634,457.2941723
1.018381624,1.049181876,1.030380566,1.592330976,1.061136373,0.982034777,1.322340856,0.984189589,1.148496943,1.247238327,1.000952223,0.777489132,1.051139413,1.108405761,1.1374813,0.003646774,5032.874875,431.2269532
0.946342132,1.029921053,1.096764563,1.801669355,1.157101339,0.712721803,0.951801206,1.328894199,1.156187376,1.237118838,1.058815722,0.77987657,1.045071842,0.899934116,1.193735485,0.009837459,4868.768604,430.3401851
0.984705325,0.924519982,1.020401824,1.549447948,1.156235474,0.738065798,1.340538934,1.036714223,1.13891703,1.243751988,1.033417837,1.015065831,1.177970887,1.250839861,1.18639793,0.007534748,4823.08775,456.0118443
1.07001207,0.97058011,1.024665616,0.803228875,1.13929928,0.879426028,0.6734215,1.276918425,1.121114894,1.118194845,1.131615746,0.773205244,1.127292129,0.852209238,1.0400253,0.002648619,5119.574766,457.5132225
1.076918222,0.995310694,1.051022772,1.810657851,1.025795347,0.972708172,0.628331785,0.870110734,1.018862493,0.926915452,1.170040694,0.757052035,1.074274643,1.042225426,1.126366581,0.005958124,4742.803205,436.9367856
0.958535182,1.031338606,1.094238008,1.973771791,1.120719141,0.876045862,1.309880217,1.310049596,1.098686295,1.198514748,1.085918677,1.287298523,1.111750815,0.986686179,1.16961983,0.006716205,4911.747727,440.6422361
1.017369579,1.063177415,0.970537531,0.923942328,1.053927703,0.891718648,1.337096915,0.911107069,1.092585415,1.374250866,1.006483568,1.289400397,1.078647847,1.235698611,1.166528103,0.003764598,4715.377052,417.4564953
0.956237391,0.913749479,0.936433601,0.713348997,1.049522557,0.928593509,0.931254561,0.958482202,1.068749428,1.172713234,1.052417351,0.850875446,1.150755171,1.036570046,1.183014914,0.009150932,4856.437172,437.739672
0.932738043,0.998864407,1.084171327,0.619971644,1.028796635,0.956602779,1.29124679,0.805100974,1.110959115,1.2960746,1.151105763,0.980850672,1.066896938,1.03355886,1.140786937,0.00478507,4710.778803,439.5793989
0.932204192,1.055342456,0.962914502,1.825472898,1.131199595,0.639495619,0.91295028,1.033366105,1.074460302,1.094996442,1.062109644,1.434326508,1.170666283,0.905161503,1.047306618,0.00587415,4882.110581,446.9249291
1.022562082,0.940549257,0.937299831,1.936142344,1.14733037,0.611347523,1.389968126,0.818128442,1.189452197,0.782578708,1.141859322,1.455323144,1.118635342,0.897501209,1.195413776,0.009618324,4738.472602,441.5286682
1.037257051,1.040495574,1.013545219,1.01794589,1.142632044,0.959606023,1.3683392,0.958636525,1.084115737,1.261962305,1.159226872,0.941127764,1.104880573,1.423689142,1.119427122,0.006714911,4756.996489,440.6077182
0.947295384,1.026346409,1.031376823,1.081826977,1.08493067,0.698013605,1.222139631,1.355083826,1.174096208,1.305925838,1.074836015,0.910508817,1.016879815,1.265107059,1.130369976,0.006271932,5064.508628,455.7513161
1.001856633,1.063007351,0.945567879,1.936844196,1.10687862,0.808186165,1.332374186,1.375156251,1.097563507,1.396197623,1.007752682,1.321316522,1.02921349,0.987003645,1.027632165,0.009221584,4698.235473,431.9778712
0.912476937,1.068892029,1.04617379,1.933189414,1.122002443,0.798148134,0.727468155,1.240267519,1.142311471,0.937445571,1.128176416,1.419425802,1.049727996,1.35556302,1.020272635,0.003332217,5031.914262,423.1007592
0.972970497,0.998557704,1.059788412,0.678209742,1.12208944,0.926522811,0.969934433,1.254150274,1.067753853,0.916951631,1.029437789,1.117544034,1.117635351,1.276866871,1.124123695,0.009793133,5026.47747,434.8541367
0.927412131,0.931032507,1.0393849,1.800943672,1.060868193,0.956048614,1.184816486,0.868067148,1.018107797,0.845621123,1.054030917,1.469172895,1.027120249,1.279163162,1.178369042,0.006101645,5097.504421,419.4805298
0.962485746,1.050985724,1.062647944,1.030929347,1.05987592,0.860559413,0.814852536,1.199986857,1.16810717,0.845705797,1.181472949,0.781963704,1.0317166,1.300669131,1.161533513,0.009323498,5007.849772,455.1405063
1.037396176,1.042404375,0.978758678,0.774554036,1.049069421,0.978755965,1.260499954,1.141490598,1.147741303,1.360103616,1.04462953,1.412808583,1.197780035,1.100559986,1.09364232,0.003701527,4747.250179,417.734759
0.998826162,0.960731128,1.025463291,0.766882327,1.064471251,0.981858858,1.038978319,0.820593558,1.124976964,0.807497396,1.084401205,1.308264025,1.178873846,0.926739425,1.03374361,0.007862737,4987.491472,427.9661795
0.949252084,1.034060174,1.00941137,1.24972892,1.12135674,0.808865991,0.682122589,0.981675332,1.056833388,1.272819016,1.156101944,1.136176189,1.080646253,0.793702558,1.077508621,0.004997263,4701.703148,429.7526541
1.073264938,0.947545454,1.022804786,1.83403945,1.117888988,0.795784539,0.671937308,1.145324974,1.111726809,1.489781298,1.069523986,1.061309443,1.17503878,1.423170091,1.015171549,0.000125878,4977.901563,430.2327397
0.973389317,0.95064823,0.915807633,0.517314737,1.182385908,0.683158761,0.767684224,0.812509686,1.030774157,1.196157122,1.008472545,0.989544034,1.032314811,0.999032499,1.054988756,0.008499763,4886.048142,420.0506776
0.989931627,0.999653257,0.957369611,0.647910747,1.065203243,0.895612608,1.075664533,1.215148041,1.121749091,1.4413796,1.092169438,1.053050409,1.042301388,1.34843415,1.020676377,0.006807539,4925.20742,453.4656722
1.030928209,1.055895353,1.077853675,1.756394145,1.176594177,0.659992953,0.96190941,1.002083119,1.027256324,0.767507273,1.057522998,0.879594443,1.123472882,0.984807859,1.047927537,0.005189524,4717.497218,433.6636816
1.088973242,1.076504802,0.972511247,1.456581387,1.107033212,0.846438793,1.385202218,1.067522949,1.146294268,0.804909338,1.036325542,1.459217699,1.053875738,0.944171083,1.057991603,0.003371339,5147.323191,451.5091289
0.970710214,0.955372571,1.032663844,0.860841203,1.041187822,0.857229414,0.833398483,1.26948677,1.089411415,1.126293498,1.018698375,1.277789836,1.053201175,1.122535871,1.133576153,0.005953817,5083.171918,446.4800616
0.98609367,0.932476523,1.07380111,1.579290068,1.184772202,0.610932242,1.300699215,1.263779493,1.154492273,1.450598934,1.065198728,1.47494015,1.061757581,1.328694024,1.116923844,0.008575209,5095.656132,429.0114261
0.985441514,0.976246757,1.029460552,1.907356071,1.101872781,0.957603176,0.663314101,1.148943655,1.012682666,1.312969112,1.081368517,0.955114829,1.165923591,0.85367694,1.049651111,0.003239186,5111.906603,435.7206139
0.946905228,0.977700796,0.990227791,0.829325803,1.142704708,0.643671783,0.879365421,1.008725227,1.077667351,0.846235778,1.101394644,1.136980147,1.123925672,1.294087139,1.120036693,0.000463668,5036.862311,445.244847
1.075075873,1.067304273,0.921735007,1.760823069,1.106606863,0.932249969,0.948301586,1.026096326,1.131782399,1.451424751,1.005487251,1.444070221,1.184275286,1.34830108,1.004385639,0.007391574,4770.481591,458.7843694
0.974043159,0.950366128,0.960788493,0.509884014,1.058860878,0.733065358,1.073207751,1.335288809,1.034681921,1.206788844,1.179552488,1.136409484,1.11886493,1.135856702,1.169590967,0.00640256,4881.757473,444.6691404
1.003249896,0.993727646,1.109824469,1.040192675,1.10097486,0.981786302,1.00911016,1.398765834,1.017181756,1.315986199,1.054666149,0.84817247,1.03785305,1.107553381,1.103075943,0.009387308,4861.368069,436.2492332
0.917145588,1.073498625,0.99312127,0.777738364,1.141300788,0.707452054,1.321037292,0.931842366,1.103190293,1.373282153,1.081524776,0.995384634,1.053937757,0.853361498,1.089423959,0.00700709,4787.449812,422.4999168
0.971449486,0.970816635,1.033422716,1.331570967,1.036595543,0.955802549,1.362377202,1.07511339,1.077185262,1.359259878,1.150301765,0.921409023,1.051746607,1.499689541,1.088404676,0.006800334,4841.570394,431.5012279
1.03081494,0.932338355,1.006275795,1.567315998,1.046763408,0.800620412,1.036239216,0.790756975,1.189505163,1.344028008,1.132041444,1.057849995,1.113620047,1.002147793,1.192299333,0.001630717,5027.80091,442.7967397
1.080726075,0.92352615,0.918105389,0.727855842,1.111177148,0.733239253,0.720819661,1.478704003,1.064366331,1.28186786,1.140994229,1.04188682,1.163760783,1.121958471,1.08664312,0.004384288,4753.628577,454.1593655
0.942630623,1.075332306,0.929466308,1.222796622,1.057765476,0.932332376,0.736741273,1.223096845,1.199892565,1.11662253,1.150560296,0.802874076,1.020958883,1.071005625,1.195682222,0.00202151,4975.651141,428.6801317
1.021188015,1.108577511,0.988612583,0.795268269,1.066119997,0.7587344,0.864124576,0.942190388,1.108732817,0.940498435,1.079815049,1.222321079,1.149602662,1.083972398,1.180092441,0.004810157,5003.976453,458.0772392
0.990160743,1.009931102,1.030106499,0.903388782,1.027702355,0.834911811,0.987012626,0.791260076,1.191849044,1.145897901,1.144340081,0.965088745,1.181885336,0.833058863,1.187681033,0.007797102,5026.42572,441.9962536
0.914007143,1.04766983,1.090656045,1.66526545,1.001811493,0.843229016,1.104676387,0.860678361,1.007069417,1.292476494,1.138623301,1.074974465,1.089000454,0.803960667,1.150287143,0.007783075,4954.714161,429.1908667
1.037281666,1.031052515,1.090032764,1.127642098,1.118783021,0.786064396,1.337638409,1.460892061,1.030195895,1.343276471,1.15825148,0.944758177,1.198133416,1.459431478,1.013973413,0.00619779,5021.765304,444.4633801
1.029378132,1.096623051,0.967379472,1.388357191,1.118563094,0.760600739,0.649151547,0.841952725,1.183449358,1.096253274,1.065824045,1.129083066,1.161987267,1.028176885,1.006458401,0.008310075,5065.170442,451.642043
1.063323495,0.951365407,0.926087083,0.548475792,1.169517999,0.833290006,0.796676347,1.194279498,1.092096683,1.484837523,1.081303837,1.468463564,1.169482036,0.75424881,1.094228747,0.009640532,4904.084679,450.3932831
0.930375665,1.060773779,0.926180651,0.952208341,1.144492214,0.90458343,1.352448538,0.783466594,1.12495269,1.318845351,1.040639636,1.313732961,1.195951867,0.925827359,1.110163983,0.006934722,4842.047756,417.9890782
0.971502483,0.936741215,1.040356243,1.625481625,1.131373405,0.845494843,1.32493304,1.131240264,1.111166766,1.383135266,1.164533163,1.109771907,1.149591405,1.401203637,1.093058764,0.000293298,5025.545378,454.1868648
0.924413952,0.917796123,0.965840841,1.931045372,1.188510078,0.914569151,1.010164506,1.164460625,1.132801065,0.932785199,1.15045168,0.901139994,1.111564451,1.453887863,1.002665161,0.009782861,4915.754544,445.7499347
0.988990185,0.909542012,1.111031237,1.789752095,1.009876412,0.969018624,1.105182823,1.296169697,1.080254133,0.973685393,1.146163586,1.250121923,1.013656712,1.439064922,1.166450592,0.006833479,4934.947607,434.6590189
1.043519977,1.025293404,1.007450843,1.666296831,1.161546568,0.886954383,1.361273289,1.122000191,1.121330756,0.819328214,1.13315139,1.154733899,1.135788036,1.134370496,1.054496066,6.72E-05,5119.420133,431.287988
1.020402272,1.024997558,0.96219199,1.594685487,1.048569567,0.709195728,0.675120612,1.367308203,1.07094438,0.805336204,1.17605452,1.237850514,1.0020148,0.923862017,1.104924309,0.008234376,5110.862941,423.9277658
1.092384535,1.016109133,0.993630459,1.227535335,1.174058424,0.780758778,1.365730194,1.182566551,1.158947233,1.234352775,1.144620026,1.12780344,1.081391243,1.39663516,1.16591104,0.002601932,4855.618724,426.602032
1.053246803,0.948635184,0.99618828,1.446564485,1.111584268,0.630636044,0.719469371,0.838673515,1.112469097,1.43974179,1.166915511,0.881027864,1.050423482,1.218072223,1.098999402,0.007870669,4820.654431,429.1374763
0.949988048,1.066990296,1.046046483,0.831405133,1.174209864,0.924732499,1.098611191,0.918895892,1.010666704,1.302371938,1.060090692,0.885706386,1.048712323,1.09945317,1.08550672,0.008257013,4974.500945,445.7298734
1.076390826,0.913166978,0.942823298,1.792373973,1.170795573,0.869388411,0.886710769,1.011694091,1.192878069,1.401948739,1.110517221,1.336712656,1.089439319,1.338361614,1.027266578,0.002210494,4929.323526,432.5365918
0.989047901,0.935360607,1.094611249,1.946400919,1.16873726,0.924158479,1.111829621,1.368675306,1.101702049,0.995798086,1.183843556,0.795813535,1.156236605,1.0215197,1.133131634,0.003097683,4704.930223,424.6026239
